week_start,store_id,product_id,category,region,channel,promo_active,promo_type,promo_start_date,promo_end_date,discount_pct,units_sold,unit_price,sales_value,cost,gross_margin,stockout
2026-02-22,24,16,Juice,West,Supermarket,0,None,,,0.0,50,2.23,111.5,64.1,47.4,0
2026-02-22,24,17,Energy Drinks,West,Supermarket,1,Discount,2026-02-22,2026-02-22,0.26,82,2.22,182.04,118.71,63.33,0
2026-02-22,24,18,Carbonated,West,Supermarket,0,None,,,0.0,51,1.5,76.5,52.86,23.64,0
2026-02-22,24,19,Energy Drinks,West,Supermarket,0,None,,,0.0,58,2.67,154.86,102.39,52.47,0
2026-02-22,24,20,Dairy,West,Supermarket,0,None,,,0.0,48,2.42,116.16,71.77,44.39,0
2026-02-22,25,1,Carbonated,North,Hypermarket,0,None,,,0.0,56,1.63,91.28,51.14,40.14,0
2026-02-22,25,2,Juice,North,Hypermarket,0,None,,,0.0,66,2.35,155.1,107.74,47.36,0
2026-02-22,25,3,Energy Drinks,North,Hypermarket,0,None,,,0.0,66,2.54,167.64,108.78,58.86,0
2026-02-22,25,4,Juice,North,Hypermarket,0,None,,,0.0,69,2.31,159.39,90.19,69.2,0
2026-02-22,25,5,Energy Drinks,North,Hypermarket,0,None,,,0.0,59,2.67,157.53,98.81,58.72,0
2026-02-22,25,6,Carbonated,North,Hypermarket,1,Discount,2026-02-22,2026-03-01,0.18,64,1.32,84.48,54.63,29.85,0
2026-02-22,25,7,Juice,North,Hypermarket,0,None,,,0.0,66,2.51,165.66,96.82,68.84,0
2026-02-22,25,8,Carbonated,North,Hypermarket,1,Bundle,2026-02-22,2026-03-08,0.28,79,1.0,79.0,52.78,26.22,0
2026-02-22,25,9,Water,North,Hypermarket,1,Bundle,2026-02-22,2026-03-08,0.11,67,0.96,64.32,36.82,27.5,0
2026-02-22,25,10,Dairy,North,Hypermarket,0,None,,,0.0,54,2.6,140.4,84.59,55.81,0
2026-02-22,25,11,Water,North,Hypermarket,0,None,,,0.0,71,0.95,67.45,44.36,23.09,0
2026-02-22,25,12,Juice,North,Hypermarket,0,None,,,0.0,66,2.52,166.32,105.86,60.46,0
2026-02-22,25,13,Dairy,North,Hypermarket,0,None,,,0.0,61,2.53,154.33,107.86,46.47,0
2026-02-22,25,14,Water,North,Hypermarket,0,None,,,0.0,61,0.95,57.95,35.36,22.59,0
2026-02-22,25,15,Carbonated,North,Hypermarket,0,None,,,0.0,65,1.59,103.35,60.25,43.1,0
2026-02-22,25,16,Juice,North,Hypermarket,0,None,,,0.0,60,2.23,133.8,86.41,47.39,0
2026-02-22,25,17,Energy Drinks,North,Hypermarket,1,Bundle,2026-02-22,2026-03-01,0.14,53,2.58,136.74,75.58,61.16,0
2026-02-22,25,18,Carbonated,North,Hypermarket,0,None,,,0.0,65,1.5,97.5,57.37,40.13,0
2026-02-22,25,19,Energy Drinks,North,Hypermarket,0,None,,,0.0,62,2.67,165.54,105.79,59.75,0
2026-02-22,25,20,Dairy,North,Hypermarket,0,None,,,0.0,49,2.42,118.58,81.74,36.84,0
2026-02-22,26,1,Carbonated,South,Supermarket,1,Loyalty,2026-02-22,2026-03-01,0.22,53,1.27,67.31,38.53,28.78,0
2026-02-22,26,2,Juice,South,Supermarket,0,None,,,0.0,38,2.35,89.3,54.67,34.63,0
2026-02-22,26,3,Energy Drinks,South,Supermarket,0,None,,,0.0,34,2.54,86.36,48.24,38.12,0
2026-02-22,26,4,Juice,South,Supermarket,0,None,,,0.0,52,2.31,120.12,73.01,47.11,0
2026-02-22,26,5,Energy Drinks,South,Supermarket,0,None,,,0.0,37,2.67,98.79,61.83,36.96,0
2026-02-22,26,6,Carbonated,South,Supermarket,1,Discount,2026-02-22,2026-03-08,0.12,46,1.42,65.32,40.79,24.53,0
2026-02-22,26,7,Juice,South,Supermarket,0,None,,,0.0,26,2.51,65.26,45.3,19.96,1
2026-02-22,26,8,Carbonated,South,Supermarket,0,None,,,0.0,25,1.39,34.75,19.26,15.49,0
2026-02-22,26,9,Water,South,Supermarket,0,None,,,0.0,29,1.08,31.32,19.95,11.37,0
2026-02-22,26,10,Dairy,South,Supermarket,0,None,,,0.0,41,2.6,106.6,74.14,32.46,0
2026-02-22,26,11,Water,South,Supermarket,1,Loyalty,2026-02-22,2026-03-08,0.1,49,0.85,41.65,28.36,13.29,0
2026-02-22,26,12,Juice,South,Supermarket,1,Discount,2026-02-22,2026-03-01,0.08,52,2.32,120.64,78.13,42.51,0
2026-02-22,26,13,Dairy,South,Supermarket,0,None,,,0.0,40,2.53,101.2,67.84,33.36,0
2026-02-22,26,14,Water,South,Supermarket,1,Bundle,2026-02-22,2026-03-08,0.14,50,0.82,41.0,25.74,15.26,0
2026-02-22,26,15,Carbonated,South,Supermarket,0,None,,,0.0,34,1.59,54.06,32.2,21.86,0
2026-02-22,26,16,Juice,South,Supermarket,0,None,,,0.0,43,2.23,95.89,61.59,34.3,0
2026-02-22,26,17,Energy Drinks,South,Supermarket,0,None,,,0.0,34,3.0,102.0,59.36,42.64,0
2026-02-22,26,18,Carbonated,South,Supermarket,1,Feature,2026-02-22,2026-03-08,0.1,32,1.35,43.2,28.79,14.41,0
2026-02-22,26,19,Energy Drinks,South,Supermarket,0,None,,,0.0,40,2.67,106.8,60.95,45.85,0
2026-02-22,26,20,Dairy,South,Supermarket,1,Bundle,2026-02-22,2026-03-08,0.09,41,2.2,90.2,50.69,39.51,0
2026-02-22,27,1,Carbonated,East,Supermarket,1,Feature,2026-02-22,2026-03-08,0.2,54,1.3,70.2,40.39,29.81,0
2026-02-22,27,2,Juice,East,Supermarket,0,None,,,0.0,46,2.35,108.1,70.01,38.09,0
2026-02-22,27,3,Energy Drinks,East,Supermarket,1,Discount,2026-02-22,2026-03-01,0.13,59,2.21,130.39,75.02,55.37,0
2026-02-22,27,4,Juice,East,Supermarket,0,None,,,0.0,41,2.31,94.71,64.74,29.97,0
2026-02-22,27,5,Energy Drinks,East,Supermarket,1,Loyalty,2026-02-22,2026-03-08,0.23,56,2.06,115.36,65.54,49.82,0
2026-02-22,27,6,Carbonated,East,Supermarket,1,Discount,2026-02-22,2026-03-08,0.18,59,1.32,77.88,47.18,30.7,0
2026-02-22,27,7,Juice,East,Supermarket,0,None,,,0.0,50,2.51,125.5,84.15,41.35,0
2026-02-22,27,8,Carbonated,East,Supermarket,1,Bundle,2026-02-22,2026-02-22,0.26,58,1.03,59.74,39.08,20.66,0
2026-02-22,27,9,Water,East,Supermarket,0,None,,,0.0,58,1.08,62.64,41.52,21.12,0
2026-02-22,27,10,Dairy,East,Supermarket,1,Bundle,2026-02-22,2026-03-08,0.17,43,2.16,92.88,52.98,39.9,0
2026-02-22,27,11,Water,East,Supermarket,1,Loyalty,2026-02-22,2026-03-08,0.17,59,0.79,46.61,31.79,14.82,0
2026-02-22,27,12,Juice,East,Supermarket,0,None,,,0.0,46,2.52,115.92,77.68,38.24,0
2026-02-22,27,13,Dairy,East,Supermarket,0,None,,,0.0,41,2.53,103.73,60.68,43.05,0
2026-02-22,27,14,Water,East,Supermarket,0,None,,,0.0,43,0.95,40.85,25.66,15.19,0
2026-02-22,27,15,Carbonated,East,Supermarket,0,None,,,0.0,44,1.59,69.96,42.57,27.39,0
2026-02-22,27,16,Juice,East,Supermarket,1,Feature,2026-02-22,2026-03-01,0.28,72,1.61,115.92,72.01,43.91,0
2026-02-22,27,17,Energy Drinks,East,Supermarket,0,None,,,0.0,45,3.0,135.0,78.79,56.21,0
2026-02-22,27,18,Carbonated,East,Supermarket,1,Feature,2026-02-22,2026-03-01,0.21,62,1.19,73.78,46.75,27.03,0
2026-02-22,27,19,Energy Drinks,East,Supermarket,0,None,,,0.0,41,2.67,109.47,76.36,33.11,0
2026-02-22,27,20,Dairy,East,Supermarket,0,None,,,0.0,51,2.42,123.42,78.03,45.39,0
2026-02-22,28,1,Carbonated,West,Supermarket,1,Feature,2026-02-22,2026-02-22,0.2,59,1.3,76.7,47.72,28.98,0
2026-02-22,28,2,Juice,West,Supermarket,0,None,,,0.0,53,2.35,124.55,72.61,51.94,0
2026-02-22,28,3,Energy Drinks,West,Supermarket,0,None,,,0.0,47,2.54,119.38,81.05,38.33,0
2026-02-22,28,4,Juice,West,Supermarket,1,Loyalty,2026-02-22,2026-03-08,0.16,45,1.94,87.3,51.39,35.91,1
2026-02-22,28,5,Energy Drinks,West,Supermarket,0,None,,,0.0,57,2.67,152.19,97.56,54.63,0
2026-02-22,28,6,Carbonated,West,Supermarket,0,None,,,0.0,38,1.61,61.18,38.68,22.5,0
2026-02-22,28,7,Juice,West,Supermarket,0,None,,,0.0,67,2.51,168.17,93.49,74.68,0
2026-02-22,28,8,Carbonated,West,Supermarket,0,None,,,0.0,46,1.39,63.94,40.49,23.45,0
2026-02-22,28,9,Water,West,Supermarket,0,None,,,0.0,66,1.08,71.28,47.58,23.7,0
2026-02-22,28,10,Dairy,West,Supermarket,0,None,,,0.0,52,2.6,135.2,79.73,55.47,0
2026-02-22,28,11,Water,West,Supermarket,0,None,,,0.0,54,0.95,51.3,34.88,16.42,0
2026-02-22,28,12,Juice,West,Supermarket,0,None,,,0.0,36,2.52,90.72,59.23,31.49,0
2026-02-22,28,13,Dairy,West,Supermarket,1,Bundle,2026-02-22,2026-03-08,0.23,53,1.95,103.35,60.4,42.95,0
2026-02-22,28,14,Water,West,Supermarket,0,None,,,0.0,57,0.95,54.15,34.75,19.4,0
2026-02-22,28,15,Carbonated,West,Supermarket,0,None,,,0.0,47,1.59,74.73,49.45,25.28,0
2026-02-22,28,16,Juice,West,Supermarket,0,None,,,0.0,57,2.23,127.11,77.33,49.78,0
2026-02-22,28,17,Energy Drinks,West,Supermarket,0,None,,,0.0,39,3.0,117.0,72.09,44.91,0
2026-02-22,28,18,Carbonated,West,Supermarket,0,None,,,0.0,47,1.5,70.5,48.42,22.08,0
2026-02-22,28,19,Energy Drinks,West,Supermarket,0,None,,,0.0,36,2.67,96.12,57.03,39.09,0
2026-02-22,28,20,Dairy,West,Supermarket,0,None,,,0.0,43,2.42,104.06,71.93,32.13,0
2026-02-22,29,1,Carbonated,North,Supermarket,1,Bundle,2026-02-22,2026-03-08,0.14,52,1.4,72.8,43.47,29.33,0
2026-02-22,29,2,Juice,North,Supermarket,1,Feature,2026-02-22,2026-03-08,0.1,42,2.12,89.04,57.89,31.15,0
2026-02-22,29,3,Energy Drinks,North,Supermarket,0,None,,,0.0,44,2.54,111.76,68.87,42.89,0
2026-02-22,29,4,Juice,North,Supermarket,1,Bundle,2026-02-22,2026-02-22,0.24,53,1.76,93.28,57.72,35.56,0
2026-02-22,29,5,Energy Drinks,North,Supermarket,0,None,,,0.0,48,2.67,128.16,85.19,42.97,0
2026-02-22,29,6,Carbonated,North,Supermarket,0,None,,,0.0,37,1.61,59.57,36.62,22.95,0
2026-02-22,29,7,Juice,North,Supermarket,0,None,,,0.0,36,2.51,90.36,57.62,32.74,0
2026-02-22,29,8,Carbonated,North,Supermarket,0,None,,,0.0,37,1.39,51.43,35.34,16.09,0
2026-02-22,29,9,Water,North,Supermarket,1,Bundle,2026-02-22,2026-02-22,0.28,57,0.78,44.46,29.6,14.86,0
2026-02-22,29,10,Dairy,North,Supermarket,0,None,,,0.0,37,2.6,96.2,63.75,32.45,0
2026-02-22,29,11,Water,North,Supermarket,0,None,,,0.0,42,0.95,39.9,23.48,16.42,0
2026-02-22,29,12,Juice,North,Supermarket,1,Bundle,2026-02-22,2026-03-08,0.14,48,2.17,104.16,65.6,38.56,0
2026-02-22,29,13,Dairy,North,Supermarket,0,None,,,0.0,39,2.53,98.67,64.52,34.15,0
2026-02-22,29,14,Water,North,Supermarket,0,None,,,0.0,41,0.95,38.95,23.09,15.86,0
2026-02-22,29,15,Carbonated,North,Supermarket,1,Discount,2026-02-22,2026-03-01,0.15,38,1.35,51.3,32.95,18.35,0
2026-02-22,29,16,Juice,North,Supermarket,0,None,,,0.0,49,2.23,109.27,68.32,40.95,0
2026-02-22,29,17,Energy Drinks,North,Supermarket,0,None,,,0.0,31,3.0,93.0,55.03,37.97,0
2026-02-22,29,18,Carbonated,North,Supermarket,0,None,,,0.0,37,1.5,55.5,36.37,19.13,0
2026-02-22,29,19,Energy Drinks,North,Supermarket,0,None,,,0.0,30,2.67,80.1,54.19,25.91,0
2026-02-22,29,20,Dairy,North,Supermarket,0,None,,,0.0,53,2.42,128.26,75.02,53.24,0
2026-02-22,30,1,Carbonated,South,Hypermarket,0,None,,,0.0,48,1.63,78.24,53.38,24.86,0
2026-02-22,30,2,Juice,South,Hypermarket,0,None,,,0.0,47,2.35,110.45,67.3,43.15,0
2026-02-22,30,3,Energy Drinks,South,Hypermarket,0,None,,,0.0,51,2.54,129.54,76.08,53.46,0
2026-02-22,30,4,Juice,South,Hypermarket,0,None,,,0.0,38,2.31,87.78,49.09,38.69,0
2026-02-22,30,5,Energy Drinks,South,Hypermarket,0,None,,,0.0,42,2.67,112.14,77.54,34.6,0
2026-02-22,30,6,Carbonated,South,Hypermarket,0,None,,,0.0,54,1.61,86.94,58.52,28.42,0
2026-02-22,30,7,Juice,South,Hypermarket,0,None,,,0.0,58,2.51,145.58,89.66,55.92,0
2026-02-22,30,8,Carbonated,South,Hypermarket,0,None,,,0.0,49,1.39,68.11,45.7,22.41,0
2026-02-22,30,9,Water,South,Hypermarket,1,Loyalty,2026-02-22,2026-03-08,0.21,61,0.85,51.85,30.32,21.53,0
2026-02-22,30,10,Dairy,South,Hypermarket,0,None,,,0.0,51,2.6,132.6,84.75,47.85,0
2026-02-22,30,11,Water,South,Hypermarket,0,None,,,0.0,49,0.95,46.55,32.48,14.07,0
2026-02-22,30,12,Juice,South,Hypermarket,0,None,,,0.0,50,2.52,126.0,82.69,43.31,0
2026-02-22,30,13,Dairy,South,Hypermarket,1,Discount,2026-02-22,2026-03-08,0.24,68,1.92,130.56,75.53,55.03,0
2026-02-22,30,14,Water,South,Hypermarket,0,None,,,0.0,51,0.95,48.45,33.25,15.2,0
2026-02-22,30,15,Carbonated,South,Hypermarket,0,None,,,0.0,46,1.59,73.14,48.31,24.83,0
2026-02-22,30,16,Juice,South,Hypermarket,0,None,,,0.0,56,2.23,124.88,81.45,43.43,0
2026-02-22,30,17,Energy Drinks,South,Hypermarket,0,None,,,0.0,54,3.0,162.0,94.92,67.08,0
2026-02-22,30,18,Carbonated,South,Hypermarket,0,None,,,0.0,55,1.5,82.5,52.92,29.58,0
2026-02-22,30,19,Energy Drinks,South,Hypermarket,0,None,,,0.0,58,2.67,154.86,104.95,49.91,0
2026-02-22,30,20,Dairy,South,Hypermarket,1,Feature,2026-02-22,2026-02-22,0.19,49,1.96,96.04,57.83,38.21,0
2026-02-22,31,1,Carbonated,East,Supermarket,0,None,,,0.0,44,1.63,71.72,46.39,25.33,0
2026-02-22,31,2,Juice,East,Supermarket,0,None,,,0.0,55,2.35,129.25,78.8,50.45,0
2026-02-22,31,3,Energy Drinks,East,Supermarket,0,None,,,0.0,42,2.54,106.68,64.96,41.72,0
2026-02-22,31,4,Juice,East,Supermarket,0,None,,,0.0,37,2.31,85.47,56.05,29.42,0
2026-02-22,31,5,Energy Drinks,East,Supermarket,0,None,,,0.0,49,2.67,130.83,76.43,54.4,0
2026-02-22,31,6,Carbonated,East,Supermarket,0,None,,,0.0,45,1.61,72.45,50.31,22.14,0
2026-02-22,31,7,Juice,East,Supermarket,0,None,,,0.0,28,2.51,70.28,47.28,23.0,0
2026-02-22,31,8,Carbonated,East,Supermarket,0,None,,,0.0,40,1.39,55.6,35.93,19.67,0
2026-02-22,31,9,Water,East,Supermarket,0,None,,,0.0,48,1.08,51.84,28.6,23.24,0
2026-02-22,31,10,Dairy,East,Supermarket,1,Discount,2026-02-22,2026-03-08,0.28,49,1.87,91.63,56.44,35.19,0
2026-02-22,31,11,Water,East,Supermarket,0,None,,,0.0,51,0.95,48.45,32.89,15.56,0
2026-02-22,31,12,Juice,East,Supermarket,1,Loyalty,2026-02-22,2026-02-22,0.1,42,2.27,95.34,63.53,31.81,0
2026-02-22,31,13,Dairy,East,Supermarket,0,None,,,0.0,37,2.53,93.61,62.22,31.39,0
2026-02-22,31,14,Water,East,Supermarket,0,None,,,0.0,40,0.95,38.0,25.32,12.68,0
2026-02-22,31,15,Carbonated,East,Supermarket,0,None,,,0.0,59,1.59,93.81,56.86,36.95,0
2026-02-22,31,16,Juice,East,Supermarket,0,None,,,0.0,44,2.23,98.12,65.23,32.89,0
2026-02-22,31,17,Energy Drinks,East,Supermarket,1,Bundle,2026-02-22,2026-02-22,0.25,60,2.25,135.0,86.05,48.95,0
2026-02-22,31,18,Carbonated,East,Supermarket,0,None,,,0.0,36,1.5,54.0,37.17,16.83,0
2026-02-22,31,19,Energy Drinks,East,Supermarket,0,None,,,0.0,41,2.67,109.47,66.9,42.57,0
2026-02-22,31,20,Dairy,East,Supermarket,0,None,,,0.0,42,2.42,101.64,69.5,32.14,0
2026-02-22,32,1,Carbonated,West,Convenience,1,Discount,2026-02-22,2026-03-08,0.27,37,1.19,44.03,30.8,13.23,0
2026-02-22,32,2,Juice,West,Convenience,0,None,,,0.0,30,2.35,70.5,45.34,25.16,0
2026-02-22,32,3,Energy Drinks,West,Convenience,0,None,,,0.0,24,2.54,60.96,36.97,23.99,0
2026-02-22,32,4,Juice,West,Convenience,0,None,,,0.0,27,2.31,62.37,41.44,20.93,0
2026-02-22,32,5,Energy Drinks,West,Convenience,0,None,,,0.0,32,2.67,85.44,54.49,30.95,0
2026-02-22,32,6,Carbonated,West,Convenience,0,None,,,0.0,29,1.61,46.69,31.21,15.48,0
2026-02-22,32,7,Juice,West,Convenience,0,None,,,0.0,31,2.51,77.81,50.0,27.81,0
2026-02-22,32,8,Carbonated,West,Convenience,0,None,,,0.0,33,1.39,45.87,26.91,18.96,0
2026-02-22,32,9,Water,West,Convenience,0,None,,,0.0,33,1.08,35.64,20.59,15.05,0
2026-02-22,32,10,Dairy,West,Convenience,0,None,,,0.0,28,2.6,72.8,50.16,22.64,0
2026-02-22,32,11,Water,West,Convenience,0,None,,,0.0,32,0.95,30.4,21.24,9.16,0
2026-02-22,32,12,Juice,West,Convenience,0,None,,,0.0,29,2.52,73.08,41.73,31.35,0
2026-02-22,32,13,Dairy,West,Convenience,1,Discount,2026-02-22,2026-02-22,0.21,30,2.0,60.0,40.26,19.74,0
2026-02-22,32,14,Water,West,Convenience,0,None,,,0.0,36,0.95,34.2,23.33,10.87,0
2026-02-22,32,15,Carbonated,West,Convenience,0,None,,,0.0,27,1.59,42.93,25.76,17.17,0
2026-02-22,32,16,Juice,West,Convenience,0,None,,,0.0,29,2.23,64.67,44.44,20.23,0
2026-02-22,32,17,Energy Drinks,West,Convenience,1,Loyalty,2026-02-22,2026-03-01,0.1,29,2.7,78.3,52.59,25.71,0
2026-02-22,32,18,Carbonated,West,Convenience,0,None,,,0.0,30,1.5,45.0,25.0,20.0,0
2026-02-22,32,19,Energy Drinks,West,Convenience,1,Loyalty,2026-02-22,2026-03-01,0.24,34,2.03,69.02,45.53,23.49,0
2026-02-22,32,20,Dairy,West,Convenience,0,None,,,0.0,24,2.42,58.08,36.19,21.89,1
2026-02-22,33,1,Carbonated,North,Supermarket,0,None,,,0.0,26,1.63,42.38,24.0,18.38,1
2026-02-22,33,2,Juice,North,Supermarket,0,None,,,0.0,41,2.35,96.35,60.89,35.46,0
2026-02-22,33,3,Energy Drinks,North,Supermarket,0,None,,,0.0,42,2.54,106.68,60.2,46.48,0
2026-02-22,33,4,Juice,North,Supermarket,0,None,,,0.0,49,2.31,113.19,78.46,34.73,0
2026-02-22,33,5,Energy Drinks,North,Supermarket,0,None,,,0.0,31,2.67,82.77,52.92,29.85,0
2026-02-22,33,6,Carbonated,North,Supermarket,0,None,,,0.0,38,1.61,61.18,40.0,21.18,0
2026-02-22,33,7,Juice,North,Supermarket,0,None,,,0.0,34,2.51,85.34,52.85,32.49,0
2026-02-22,33,8,Carbonated,North,Supermarket,1,Discount,2026-02-22,2026-02-22,0.24,51,1.06,54.06,33.88,20.18,0
2026-02-22,33,9,Water,North,Supermarket,1,Loyalty,2026-02-22,2026-03-08,0.22,55,0.84,46.2,25.9,20.3,0
2026-02-22,33,10,Dairy,North,Supermarket,1,Feature,2026-02-22,2026-02-22,0.19,44,2.11,92.84,58.53,34.31,0
2026-02-22,33,11,Water,North,Supermarket,1,Discount,2026-02-22,2026-03-01,0.2,60,0.76,45.6,27.91,17.69,0
2026-02-22,33,12,Juice,North,Supermarket,0,None,,,0.0,43,2.52,108.36,73.43,34.93,0
2026-02-22,33,13,Dairy,North,Supermarket,1,Discount,2026-02-22,2026-02-22,0.2,55,2.02,111.1,69.04,42.06,0
2026-02-22,33,14,Water,North,Supermarket,0,None,,,0.0,41,0.95,38.95,23.84,15.11,0
2026-02-22,33,15,Carbonated,North,Supermarket,0,None,,,0.0,32,1.59,50.88,28.11,22.77,0
2026-02-22,33,16,Juice,North,Supermarket,0,None,,,0.0,35,2.23,78.05,44.02,34.03,0
2026-02-22,33,17,Energy Drinks,North,Supermarket,0,None,,,0.0,39,3.0,117.0,65.48,51.52,0
2026-02-22,33,18,Carbonated,North,Supermarket,0,None,,,0.0,36,1.5,54.0,31.21,22.79,0
2026-02-22,33,19,Energy Drinks,North,Supermarket,0,None,,,0.0,36,2.67,96.12,58.6,37.52,0
2026-02-22,33,20,Dairy,North,Supermarket,0,None,,,0.0,36,2.42,87.12,57.09,30.03,0
2026-02-22,34,1,Carbonated,South,Hypermarket,0,None,,,0.0,46,1.63,74.98,47.58,27.4,0
2026-02-22,34,2,Juice,South,Hypermarket,0,None,,,0.0,49,2.35,115.15,68.93,46.22,0
2026-02-22,34,3,Energy Drinks,South,Hypermarket,1,Feature,2026-02-22,2026-03-08,0.25,62,1.91,118.42,82.07,36.35,0
2026-02-22,34,4,Juice,South,Hypermarket,0,None,,,0.0,47,2.31,108.57,66.78,41.79,0
2026-02-22,34,5,Energy Drinks,South,Hypermarket,0,None,,,0.0,48,2.67,128.16,79.31,48.85,0
2026-02-22,34,6,Carbonated,South,Hypermarket,0,None,,,0.0,45,1.61,72.45,46.48,25.97,0
2026-02-22,34,7,Juice,South,Hypermarket,0,None,,,0.0,50,2.51,125.5,81.48,44.02,0
2026-02-22,34,8,Carbonated,South,Hypermarket,0,None,,,0.0,48,1.39,66.72,39.21,27.51,0
2026-02-22,34,9,Water,South,Hypermarket,0,None,,,0.0,56,1.08,60.48,35.24,25.24,0
2026-02-22,34,10,Dairy,South,Hypermarket,0,None,,,0.0,48,2.6,124.8,74.11,50.69,0
2026-02-22,34,11,Water,South,Hypermarket,1,Feature,2026-02-22,2026-02-22,0.18,67,0.78,52.26,29.61,22.65,0
2026-02-22,34,12,Juice,South,Hypermarket,0,None,,,0.0,57,2.52,143.64,97.7,45.94,0
2026-02-22,34,13,Dairy,South,Hypermarket,0,None,,,0.0,31,2.53,78.43,54.28,24.15,0
2026-02-22,34,14,Water,South,Hypermarket,0,None,,,0.0,43,0.95,40.85,24.93,15.92,0
2026-02-22,34,15,Carbonated,South,Hypermarket,0,None,,,0.0,41,1.59,65.19,37.23,27.96,0
2026-02-22,34,16,Juice,South,Hypermarket,0,None,,,0.0,57,2.23,127.11,86.76,40.35,0
2026-02-22,34,17,Energy Drinks,South,Hypermarket,0,None,,,0.0,53,3.0,159.0,88.0,71.0,0
2026-02-22,34,18,Carbonated,South,Hypermarket,0,None,,,0.0,42,1.5,63.0,43.71,19.29,0
2026-02-22,34,19,Energy Drinks,South,Hypermarket,0,None,,,0.0,48,2.67,128.16,72.76,55.4,0
2026-02-22,34,20,Dairy,South,Hypermarket,0,None,,,0.0,29,2.42,70.18,41.56,28.62,0
2026-02-22,35,1,Carbonated,East,Supermarket,0,None,,,0.0,42,1.63,68.46,43.2,25.26,0
2026-02-22,35,2,Juice,East,Supermarket,0,None,,,0.0,38,2.35,89.3,52.16,37.14,0
2026-02-22,35,3,Energy Drinks,East,Supermarket,0,None,,,0.0,41,2.54,104.14,61.94,42.2,0
2026-02-22,35,4,Juice,East,Supermarket,1,Discount,2026-02-22,2026-03-01,0.09,45,2.1,94.5,61.78,32.72,0
2026-02-22,35,5,Energy Drinks,East,Supermarket,0,None,,,0.0,36,2.67,96.12,59.32,36.8,0
2026-02-22,35,6,Carbonated,East,Supermarket,0,None,,,0.0,42,1.61,67.62,39.1,28.52,0
2026-02-22,35,7,Juice,East,Supermarket,1,Feature,2026-02-22,2026-03-01,0.18,48,2.06,98.88,67.21,31.67,0
2026-02-22,35,8,Carbonated,East,Supermarket,0,None,,,0.0,41,1.39,56.99,38.33,18.66,0
2026-02-22,35,9,Water,East,Supermarket,0,None,,,0.0,34,1.08,36.72,21.15,15.57,0
2026-02-22,35,10,Dairy,East,Supermarket,0,None,,,0.0,30,2.6,78.0,49.4,28.6,0
2026-02-22,35,11,Water,East,Supermarket,0,None,,,0.0,39,0.95,37.05,25.66,11.39,0
2026-02-22,35,12,Juice,East,Supermarket,0,None,,,0.0,42,2.52,105.84,68.11,37.73,0
2026-02-22,35,13,Dairy,East,Supermarket,0,None,,,0.0,31,2.53,78.43,48.03,30.4,0
2026-02-22,35,14,Water,East,Supermarket,0,None,,,0.0,45,0.95,42.75,26.57,16.18,0
2026-02-22,35,15,Carbonated,East,Supermarket,0,None,,,0.0,39,1.59,62.01,35.09,26.92,0
2026-02-22,35,16,Juice,East,Supermarket,1,Feature,2026-02-22,2026-03-01,0.08,32,2.05,65.6,42.9,22.7,0
2026-02-22,35,17,Energy Drinks,East,Supermarket,0,None,,,0.0,30,3.0,90.0,56.22,33.78,0
2026-02-22,35,18,Carbonated,East,Supermarket,0,None,,,0.0,33,1.5,49.5,32.35,17.15,0
2026-02-22,35,19,Energy Drinks,East,Supermarket,1,Loyalty,2026-02-22,2026-02-22,0.19,56,2.16,120.96,72.72,48.24,0
2026-02-22,35,20,Dairy,East,Supermarket,0,None,,,0.0,44,2.42,106.48,73.71,32.77,0
2026-02-22,36,1,Carbonated,West,Discounters,0,None,,,0.0,34,1.63,55.42,38.06,17.36,1
2026-02-22,36,2,Juice,West,Discounters,0,None,,,0.0,42,2.35,98.7,64.58,34.12,0
2026-02-22,36,3,Energy Drinks,West,Discounters,0,None,,,0.0,24,2.54,60.96,39.01,21.95,0
2026-02-22,36,4,Juice,West,Discounters,1,Bundle,2026-02-22,2026-02-22,0.23,59,1.78,105.02,62.26,42.76,0
2026-02-22,36,5,Energy Drinks,West,Discounters,0,None,,,0.0,23,2.67,61.41,39.58,21.83,0
2026-02-22,36,6,Carbonated,West,Discounters,0,None,,,0.0,40,1.61,64.4,36.24,28.16,0
2026-02-22,36,7,Juice,West,Discounters,1,Loyalty,2026-02-22,2026-03-08,0.09,57,2.28,129.96,82.84,47.12,0
2026-02-22,36,8,Carbonated,West,Discounters,0,None,,,0.0,39,1.39,54.21,36.56,17.65,0
2026-02-22,36,9,Water,West,Discounters,1,Bundle,2026-02-22,2026-03-01,0.09,45,0.98,44.1,28.8,15.3,0
2026-02-22,36,10,Dairy,West,Discounters,0,None,,,0.0,30,2.6,78.0,53.82,24.18,0
2026-02-22,36,11,Water,West,Discounters,0,None,,,0.0,33,0.95,31.35,18.73,12.62,0
2026-02-22,36,12,Juice,West,Discounters,0,None,,,0.0,34,2.52,85.68,47.62,38.06,0
2026-02-22,36,13,Dairy,West,Discounters,0,None,,,0.0,32,2.53,80.96,56.63,24.33,0
2026-02-22,36,14,Water,West,Discounters,0,None,,,0.0,39,0.95,37.05,23.92,13.13,0
2026-02-22,36,15,Carbonated,West,Discounters,0,None,,,0.0,35,1.59,55.65,33.07,22.58,0
2026-02-22,36,16,Juice,West,Discounters,1,Bundle,2026-02-22,2026-03-01,0.17,52,1.85,96.2,60.68,35.52,0
