week_start,store_id,product_id,opening_qty,received_qty,sold_qty,closing_qty,shrinkage_qty
2026-02-22,33,19,52,64,36,80,0
2026-02-22,33,20,54,54,36,72,0
2026-02-22,34,1,51,60,46,65,0
2026-02-22,34,2,67,67,49,85,0
2026-02-22,34,3,70,82,62,90,1
2026-02-22,34,4,55,70,47,78,1
2026-02-22,34,5,64,64,48,80,1
2026-02-22,34,6,57,62,45,74,1
2026-02-22,34,7,57,69,50,76,0
2026-02-22,34,8,65,87,48,104,1
2026-02-22,34,9,75,87,56,106,1
2026-02-22,34,10,60,60,48,72,1
2026-02-22,34,11,76,82,67,91,1
2026-02-22,34,12,72,72,57,87,0
2026-02-22,34,13,42,54,31,65,0
2026-02-22,34,14,60,80,43,97,0
2026-02-22,34,15,57,57,41,73,0
2026-02-22,34,16,69,69,57,81,1
2026-02-22,34,17,72,72,53,91,1
2026-02-22,34,18,58,58,42,74,0
2026-02-22,34,19,58,58,48,68,1
2026-02-22,34,20,45,54,29,70,1
2026-02-22,35,1,55,79,42,92,0
2026-02-22,35,2,54,64,38,80,0
2026-02-22,35,3,49,49,41,57,1
2026-02-22,35,4,63,63,45,81,1
2026-02-22,35,5,43,43,36,50,0
2026-02-22,35,6,54,74,42,86,1
2026-02-22,35,7,54,54,48,60,1
2026-02-22,35,8,56,56,41,71,1
2026-02-22,35,9,45,60,34,71,0
2026-02-22,35,10,43,43,30,56,0
2026-02-22,35,11,57,57,39,75,1
2026-02-22,35,12,56,75,42,89,2
2026-02-22,35,13,50,50,31,69,0
2026-02-22,35,14,54,54,45,63,1
2026-02-22,35,15,49,57,39,67,1
2026-02-22,35,16,47,69,32,84,0
2026-02-22,35,17,43,54,30,67,0
2026-02-22,35,18,47,69,33,83,1
2026-02-22,35,19,70,70,56,84,0
2026-02-22,35,20,62,62,44,80,1
2026-02-22,36,1,48,67,34,81,0
2026-02-22,36,2,61,74,42,93,0
2026-02-22,36,3,36,36,24,48,0
2026-02-22,36,4,69,92,59,102,1
2026-02-22,36,5,28,36,23,41,0
2026-02-22,36,6,54,66,40,80,0
2026-02-22,36,7,74,74,57,91,0
2026-02-22,36,8,55,65,39,81,1
2026-02-22,36,9,58,72,45,85,0
2026-02-22,36,10,50,56,30,76,0
2026-02-22,36,11,47,58,33,72,0
2026-02-22,36,12,54,70,34,90,0
2026-02-22,36,13,39,39,32,46,0
2026-02-22,36,14,48,48,39,57,0
2026-02-22,36,15,45,45,35,55,0
2026-02-22,36,16,64,64,52,76,0
2026-02-22,36,17,31,31,25,37,0
2026-02-22,36,18,34,48,27,55,0
2026-02-22,36,19,42,42,25,59,0
2026-02-22,36,20,39,51,31,59,0
2026-02-22,37,1,70,70,58,82,0
2026-02-22,37,2,61,82,44,99,2
2026-02-22,37,3,71,71,59,83,1
2026-02-22,37,4,98,115,78,135,2
2026-02-22,37,5,46,46,37,55,1
2026-02-22,37,6,79,105,62,122,1
2026-02-22,37,7,59,74,43,90,1
2026-02-22,37,8,47,47,39,55,0
2026-02-22,37,9,84,84,67,101,0
2026-02-22,37,10,61,85,43,103,0
2026-02-22,37,11,60,60,43,77,1
2026-02-22,37,12,64,93,54,103,2
2026-02-22,37,13,55,55,41,69,0
2026-02-22,37,14,51,53,46,58,0
2026-02-22,37,15,71,81,54,98,1
2026-02-22,37,16,73,73,63,83,0
2026-02-22,37,17,58,67,53,72,0
2026-02-22,37,18,58,81,53,86,1
2026-02-22,37,19,57,57,40,74,1
2026-02-22,37,20,42,58,35,65,0
2026-02-22,38,1,54,80,37,97,0
2026-02-22,38,2,46,61,34,73,1
2026-02-22,38,3,45,66,35,76,1
2026-02-22,38,4,44,60,39,65,0
2026-02-22,38,5,34,40,20,54,0
2026-02-22,38,6,54,54,34,74,1
2026-02-22,38,7,51,73,38,86,0
2026-02-22,38,8,32,32,23,41,0
2026-02-22,38,9,47,51,38,60,0
2026-02-22,38,10,47,65,33,79,1
2026-02-22,38,11,38,38,33,43,0
2026-02-22,38,12,65,77,45,97,1
2026-02-22,38,13,44,44,24,64,1
2026-02-22,38,14,53,66,33,86,0
2026-02-22,38,15,46,46,35,57,0
2026-02-22,38,16,51,73,43,81,0
2026-02-22,38,17,35,47,25,57,0
2026-02-22,38,18,47,56,41,62,0
2026-02-22,38,19,28,35,22,41,0
2026-02-22,38,20,45,50,35,60,0
2026-02-22,39,1,41,54,29,66,1
2026-02-22,39,2,49,60,36,73,0
2026-02-22,39,3,42,61,34,69,1
2026-02-22,39,4,48,69,42,75,0
2026-02-22,39,5,36,36,30,42,0
2026-02-22,39,6,52,66,35,83,0
2026-02-22,39,7,55,55,39,71,1
2026-02-22,39,8,57,80,37,100,2
2026-02-22,39,9,49,49,42,56,0
2026-02-22,39,10,47,68,37,78,0
2026-02-22,39,11,56,56,42,70,0
2026-02-22,39,12,57,79,41,95,1
2026-02-22,39,13,55,58,44,69,0
2026-02-22,39,14,53,53,41,65,1
2026-02-22,39,15,68,68,49,87,1
2026-02-22,39,16,60,60,42,78,1
2026-02-22,39,17,44,46,37,53,0
2026-02-22,39,18,46,49,33,62,0
2026-02-22,39,19,66,76,48,94,1
2026-02-22,39,20,50,50,33,67,0
2026-02-22,40,1,63,63,45,81,0
2026-02-22,40,2,47,58,40,65,1
2026-02-22,40,3,63,73,51,85,1
2026-02-22,40,4,60,73,48,85,1
2026-02-22,40,5,67,84,54,97,0
2026-02-22,40,6,76,76,64,88,0
2026-02-22,40,7,73,73,54,92,1
2026-02-22,40,8,88,88,69,107,1
2026-02-22,40,9,71,71,61,81,1
2026-02-22,40,10,48,51,43,56,0
2026-02-22,40,11,78,108,64,122,2
2026-02-22,40,12,71,90,59,102,1
2026-02-22,40,13,45,62,25,82,0
2026-02-22,40,14,78,79,68,89,1
2026-02-22,40,15,64,78,47,95,0
2026-02-22,40,16,51,55,46,60,0
2026-02-22,40,17,58,86,52,92,0
2026-02-22,40,18,68,68,50,86,1
2026-02-22,40,19,65,69,49,85,0
2026-02-22,40,20,84,119,78,125,2
2026-02-22,41,1,57,75,49,83,2
2026-02-22,41,2,62,62,45,79,0
2026-02-22,41,3,38,56,26,68,1
2026-02-22,41,4,45,45,39,51,0
2026-02-22,41,5,34,34,25,43,0
2026-02-22,41,6,55,55,36,74,0
2026-02-22,41,7,51,52,34,69,0
2026-02-22,41,8,54,66,39,81,1
2026-02-22,41,9,57,84,42,99,2
2026-02-22,41,10,50,57,34,73,0
2026-02-22,41,11,46,46,35,57,1
2026-02-22,41,12,47,66,39,74,0
2026-02-22,41,13,57,85,37,105,1
2026-02-22,41,14,49,49,36,62,1
2026-02-22,41,15,58,67,41,84,1
2026-02-22,41,16,47,47,35,59,0
2026-02-22,41,17,41,45,24,62,0
2026-02-22,41,18,50,52,39,63,1
2026-02-22,41,19,39,39,23,55,0
2026-02-22,41,20,53,64,35,82,0
2026-02-22,42,1,67,67,53,81,1
2026-02-22,42,2,65,90,46,109,1
2026-02-22,42,3,55,65,45,75,0
2026-02-22,42,4,51,51,37,65,0
2026-02-22,42,5,36,43,28,51,0
2026-02-22,42,6,51,57,40,68,0
2026-02-22,42,7,57,57,41,73,0
2026-02-22,42,8,50,74,34,90,0
2026-02-22,42,9,45,63,31,77,1
2026-02-22,42,10,38,47,27,58,1
2026-02-22,42,11,45,45,39,51,0
2026-02-22,42,12,61,78,49,90,0
2026-02-22,42,13,36,36,28,44,0
2026-02-22,42,14,65,74,56,83,0
2026-02-22,42,15,48,48,36,60,0
2026-02-22,42,16,58,80,40,98,0
2026-02-22,42,17,39,54,31,62,0
2026-02-22,42,18,58,79,39,98,1
2026-02-22,42,19,54,54,49,59,1
2026-02-22,42,20,41,57,26,72,0
2026-02-22,43,1,66,73,51,88,1
2026-02-22,43,2,58,75,40,93,1
2026-02-22,43,3,72,95,52,115,0
2026-02-22,43,4,51,51,45,57,0
2026-02-22,43,5,48,48,41,55,0
2026-02-22,43,6,59,83,46,96,2
2026-02-22,43,7,32,32,27,37,0
2026-02-22,43,8,55,80,46,89,0
2026-02-22,43,9,72,99,54,117,0
2026-02-22,43,10,70,70,54,86,0
2026-02-22,43,11,57,69,47,79,1
2026-02-22,43,12,66,67,55,78,1
2026-02-22,43,13,59,79,39,99,1
2026-02-22,43,14,58,58,49,67,1
2026-02-22,43,15,81,81,68,94,2
2026-02-22,43,16,69,69,53,85,0
2026-02-22,43,17,57,57,52,62,1
2026-02-22,43,18,56,56,38,74,1
2026-02-22,43,19,57,74,52,79,1
2026-02-22,43,20,58,83,52,89,1
2026-02-22,44,1,58,58,52,64,1
2026-02-22,44,2,56,59,47,68,0
2026-02-22,44,3,57,63,42,78,0
2026-02-22,44,4,55,79,45,89,1
2026-02-22,44,5,84,117,69,132,1
2026-02-22,44,6,49,56,31,74,0
2026-02-22,44,7,48,70,39,79,1
2026-02-22,44,8,67,67,55,79,1
2026-02-22,44,9,56,74,44,86,0
2026-02-22,44,10,57,65,40,82,0
2026-02-22,44,11,59,60,47,72,1
2026-02-22,44,12,60,78,41,97,1
2026-02-22,44,13,24,24,17,31,0
2026-02-22,44,14,65,65,59,71,1
2026-02-22,44,15,54,65,36,83,1
2026-02-22,44,16,43,43,37,49,0
2026-02-22,44,17,70,70,57,83,1
2026-02-22,44,18,57,70,47,80,1
2026-02-22,44,19,59,63,40,82,0
2026-02-22,44,20,53,53,42,64,1
2026-02-22,45,1,49,68,41,76,0
2026-02-22,45,2,69,78,54,93,1
2026-02-22,45,3,71,71,53,89,1
2026-02-22,45,4,59,59,54,64,0
2026-02-22,45,5,63,75,50,88,0
2026-02-22,45,6,72,72,53,91,0
2026-02-22,45,7,72,93,58,107,1
2026-02-22,45,8,57,79,52,84,2
2026-02-22,45,9,68,89,60,97,1
2026-02-22,45,10,59,77,47,89,0
2026-02-22,45,11,66,66,46,86,0
2026-02-22,45,12,63,90,47,106,0
2026-02-22,45,13,57,79,46,90,2
2026-02-22,45,14,59,86,54,91,1
2026-02-22,45,15,66,66,58,74,0
2026-02-22,45,16,62,66,56,72,1
2026-02-22,45,17,68,68,55,81,0
2026-02-22,45,18,67,67,53,81,1
2026-02-22,45,19,80,80,60,100,1
2026-02-22,45,20,49,49,35,63,0
2026-02-22,46,1,68,68,51,85,1
2026-02-22,46,2,81,81,62,100,1
2026-02-22,46,3,54,54,49,59,1
2026-02-22,46,4,67,90,47,110,0
2026-02-22,46,5,51,61,46,66,1
2026-02-22,46,6,49,56,38,67,0
2026-02-22,46,7,53,53,46,60,1
2026-02-22,46,8,76,92,68,100,1
2026-02-22,46,9,75,75,57,93,0
2026-02-22,46,10,62,64,56,70,1
2026-02-22,46,11,66,67,55,78,0
2026-02-22,46,12,67,79,57,89,1
2026-02-22,46,13,55,55,43,67,0
2026-02-22,46,14,68,96,50,114,2
2026-02-22,46,15,69,69,54,84,0
2026-02-22,46,16,47,62,28,81,0
2026-02-22,46,17,56,69,47,78,0
2026-02-22,46,18,61,86,52,95,1
2026-02-22,46,19,55,55,35,75,1
2026-02-22,46,20,71,71,53,89,1
2026-02-22,47,1,76,79,61,94,1
2026-02-22,47,2,72,72,55,89,0
2026-02-22,47,3,54,67,47,74,1
2026-02-22,47,4,73,101,67,107,0
2026-02-22,47,5,83,110,74,119,1
2026-02-22,47,6,66,67,58,75,0
2026-02-22,47,7,65,65,52,78,0
2026-02-22,47,8,71,71,56,86,1
2026-02-22,47,9,73,85,67,91,0
2026-02-22,47,10,49,49,41,57,0
2026-02-22,47,11,81,81,71,91,2
2026-02-22,47,12,60,78,55,83,0
2026-02-22,47,13,38,38,22,54,0
2026-02-22,47,14,102,102,83,121,1
2026-02-22,47,15,73,86,59,100,1
2026-02-22,47,16,75,75,64,86,0
2026-02-22,47,17,55,61,50,66,1
2026-02-22,47,18,63,63,43,83,0
2026-02-22,47,19,66,75,51,90,0
2026-02-22,47,20,51,54,38,67,1
2026-02-22,48,1,53,53,42,64,1
2026-02-22,48,2,71,79,53,97,1
2026-02-22,48,3,57,57,38,76,0
2026-02-22,48,4,51,54,46,59,1
2026-02-22,48,5,44,51,39,56,1
2026-02-22,48,6,62,62,45,79,0
2026-02-22,48,7,55,68,48,75,1
2026-02-22,48,8,34,39,29,44,0
2026-02-22,48,9,67,79,50,96,1
2026-02-22,48,10,55,55,45,65,0
2026-02-22,48,11,62,62,50,74,0
2026-02-22,48,12,53,53,41,65,0
2026-02-22,48,13,51,51,46,56,0
2026-02-22,48,14,63,63,43,83,1
2026-02-22,48,15,67,96,56,107,0
2026-02-22,48,16,47,47,27,67,0
2026-02-22,48,17,55,62,44,73,0
2026-02-22,48,18,43,56,35,64,1
2026-02-22,48,19,71,71,53,89,1
2026-02-22,48,20,44,44,39,49,0
2026-02-22,49,1,53,73,47,79,1
2026-02-22,49,2,49,49,32,66,0
2026-02-22,49,3,49,59,35,73,0
2026-02-22,49,4,38,38,30,46,0
2026-02-22,49,5,50,53,33,70,0
2026-02-22,49,6,54,64,34,84,1
2026-02-22,49,7,53,54,35,72,0
2026-02-22,49,8,47,51,40,58,0
2026-02-22,49,9,47,63,40,70,0
2026-02-22,49,10,42,54,29,67,1
2026-02-22,49,11,58,80,46,92,0
2026-02-22,49,12,59,59,54,64,0
2026-02-22,49,13,44,50,31,63,0
2026-02-22,49,14,44,44,35,53,1
2026-02-22,49,15,48,57,37,68,1
2026-02-22,49,16,55,71,41,85,1
2026-02-22,49,17,64,81,47,98,0
2026-02-22,49,18,52,61,37,76,0
2026-02-22,49,19,33,47,28,52,0
2026-02-22,49,20,41,41,27,55,1
2026-02-22,50,1,54,54,42,66,0
2026-02-22,50,2,54,71,43,82,1
2026-02-22,50,3,33,38,24,47,0
2026-02-22,50,4,51,70,43,78,1
2026-02-22,50,5,48,67,37,78,1
2026-02-22,50,6,53,65,44,74,0
2026-02-22,50,7,64,79,47,96,0
2026-02-22,50,8,88,124,71,141,1
2026-02-22,50,9,59,83,53,89,1
2026-02-22,50,10,51,72,43,80,0
2026-02-22,50,11,56,62,48,70,1
2026-02-22,50,12,56,56,46,66,0
2026-02-22,50,13,68,77,48,97,1
2026-02-22,50,14,50,50,40,60,0
2026-02-22,50,15,54,54,49,59,0
2026-02-22,50,16,68,68,48,88,1
2026-02-22,50,17,44,44,29,59,0
2026-02-22,50,18,53,72,48,77,0
2026-02-22,50,19,28,33,17,44,0
2026-02-22,50,20,53,53,40,66,0
2026-03-01,1,1,62,62,50,74,0
2026-03-01,1,2,52,72,44,80,0
2026-03-01,1,3,57,57,48,66,0
2026-03-01,1,4,73,73,61,85,0
2026-03-01,1,5,53,62,48,67,1
2026-03-01,1,6,51,59,46,64,0
2026-03-01,1,7,75,96,56,115,1
2026-03-01,1,8,55,74,50,79,0
2026-03-01,1,9,51,66,46,71,0
2026-03-01,1,10,32,42,26,48,0
2026-03-01,1,11,72,72,54,90,2
2026-03-01,1,12,68,93,51,110,2
2026-03-01,1,13,58,79,39,98,1
2026-03-01,1,14,55,55,44,66,0
2026-03-01,1,15,52,52,45,59,0
2026-03-01,1,16,50,65,40,75,0
2026-03-01,1,17,55,58,47,66,0
2026-03-01,1,18,48,48,43,53,0
2026-03-01,1,19,67,67,47,87,1
2026-03-01,1,20,45,45,38,52,0
2026-03-01,2,1,48,48,35,61,1
2026-03-01,2,2,51,51,40,62,1
2026-03-01,2,3,32,32,23,41,0
2026-03-01,2,4,46,51,29,68,1
2026-03-01,2,5,40,40,23,57,0
2026-03-01,2,6,47,57,35,69,0
2026-03-01,2,7,47,47,36,58,0
2026-03-01,2,8,57,58,51,64,1
2026-03-01,2,9,62,62,42,82,1
2026-03-01,2,10,24,35,13,46,1
2026-03-01,2,11,53,67,45,75,0
2026-03-01,2,12,43,53,37,59,0
2026-03-01,2,13,50,50,41,59,0
2026-03-01,2,14,56,56,50,62,1
2026-03-01,2,15,51,51,39,63,0
2026-03-01,2,16,46,46,37,55,0
2026-03-01,2,17,40,46,25,61,0
2026-03-01,2,18,52,60,36,76,0
2026-03-01,2,19,41,59,24,76,0
2026-03-01,2,20,54,54,37,71,0
2026-03-01,3,1,54,54,43,65,0
2026-03-01,3,2,62,71,57,76,1
2026-03-01,3,3,51,51,37,65,1
2026-03-01,3,4,58,85,41,102,2
2026-03-01,3,5,48,60,34,74,0
2026-03-01,3,6,61,69,46,84,0
2026-03-01,3,7,55,81,42,94,0
2026-03-01,3,8,58,59,43,74,1
2026-03-01,3,9,61,82,47,96,2
2026-03-01,3,10,55,73,37,91,0
2026-03-01,3,11,62,74,46,90,0
2026-03-01,3,12,54,55,39,70,1
2026-03-01,3,13,49,49,39,59,0
2026-03-01,3,14,52,74,43,83,1
2026-03-01,3,15,46,46,31,61,0
2026-03-01,3,16,61,89,55,95,0
2026-03-01,3,17,34,45,22,57,0
2026-03-01,3,18,52,52,43,61,0
2026-03-01,3,19,47,47,30,64,1
2026-03-01,3,20,44,46,39,51,0
2026-03-01,4,1,60,87,46,101,2
2026-03-01,4,2,71,71,51,91,0
2026-03-01,4,3,109,127,99,137,2
2026-03-01,4,4,70,70,64,76,0
2026-03-01,4,5,73,73,60,86,0
2026-03-01,4,6,51,51,44,58,0
2026-03-01,4,7,65,65,47,83,1
2026-03-01,4,8,53,53,47,59,0
2026-03-01,4,9,73,73,67,79,0
2026-03-01,4,10,43,63,30,76,1
2026-03-01,4,11,68,80,60,88,0
2026-03-01,4,12,64,64,51,77,0
2026-03-01,4,13,81,81,73,89,0
2026-03-01,4,14,69,69,60,78,0
2026-03-01,4,15,53,56,46,63,0
2026-03-01,4,16,80,80,61,99,2
2026-03-01,4,17,51,72,44,79,2
2026-03-01,4,18,64,64,49,79,1
2026-03-01,4,19,61,63,49,75,1
2026-03-01,4,20,70,85,58,97,0
2026-03-01,5,1,43,44,25,62,0
2026-03-01,5,2,31,31,22,40,0
2026-03-01,5,3,51,75,35,91,0
2026-03-01,5,4,39,46,20,65,0
2026-03-01,5,5,48,48,28,68,1
2026-03-01,5,6,36,47,31,52,0
2026-03-01,5,7,51,51,32,70,0
2026-03-01,5,8,47,47,29,65,0
2026-03-01,5,9,43,48,34,57,1
2026-03-01,5,10,39,41,26,54,0
2026-03-01,5,11,30,39,17,52,0
2026-03-01,5,12,42,62,27,77,1
2026-03-01,5,13,58,65,42,81,0
2026-03-01,5,14,52,52,38,66,1
2026-03-01,5,15,36,38,29,45,1
2026-03-01,5,16,34,34,25,43,0
2026-03-01,5,17,42,48,29,61,0
2026-03-01,5,18,38,38,31,45,0
2026-03-01,5,19,39,52,23,68,0
2026-03-01,5,20,32,45,24,53,1
2026-03-01,6,1,65,70,48,87,0
2026-03-01,6,2,53,66,47,72,1
2026-03-01,6,3,53,53,39,67,0
2026-03-01,6,4,62,63,45,80,0
2026-03-01,6,5,51,51,46,56,0
2026-03-01,6,6,54,78,40,92,0
2026-03-01,6,7,42,42,32,52,0
2026-03-01,6,8,43,43,28,58,1
2026-03-01,6,9,63,74,49,88,1
2026-03-01,6,10,49,49,37,61,0
2026-03-01,6,11,60,60,51,69,0
2026-03-01,6,12,64,69,48,85,0
2026-03-01,6,13,49,49,43,55,0
2026-03-01,6,14,56,56,48,64,0
2026-03-01,6,15,52,64,41,75,1
2026-03-01,6,16,50,70,41,79,1
2026-03-01,6,17,52,71,36,87,1
2026-03-01,6,18,50,50,43,57,0
2026-03-01,6,19,55,71,41,85,1
2026-03-01,6,20,58,58,41,75,1
2026-03-01,7,1,72,72,64,80,0
2026-03-01,7,2,46,53,36,63,0
2026-03-01,7,3,44,44,36,52,0
2026-03-01,7,4,62,73,45,90,0
2026-03-01,7,5,46,47,35,58,1
2026-03-01,7,6,60,73,51,82,1
2026-03-01,7,7,47,66,40,73,1
2026-03-01,7,8,66,90,49,107,0
2026-03-01,7,9,51,68,45,74,1
2026-03-01,7,10,69,73,60,82,2
2026-03-01,7,11,83,118,63,138,0
2026-03-01,7,12,51,51,44,58,0
2026-03-01,7,13,56,56,39,73,0
2026-03-01,7,14,63,63,48,78,1
2026-03-01,7,15,64,81,57,88,1
2026-03-01,7,16,41,57,34,64,0
2026-03-01,7,17,44,44,37,51,0
2026-03-01,7,18,71,75,51,95,0
2026-03-01,7,19,39,46,30,55,0
2026-03-01,7,20,34,37,28,43,0
2026-03-01,8,1,49,56,34,71,0
2026-03-01,8,2,48,54,33,69,1
2026-03-01,8,3,47,48,38,57,0
2026-03-01,8,4,35,35,26,44,0
2026-03-01,8,5,51,63,36,78,0
2026-03-01,8,6,47,57,36,68,0
2026-03-01,8,7,35,47,30,52,1
2026-03-01,8,8,68,89,49,108,0
2026-03-01,8,9,39,55,30,64,0
2026-03-01,8,10,44,44,24,64,0
2026-03-01,8,11,52,52,37,67,1
2026-03-01,8,12,43,46,24,65,1
2026-03-01,8,13,21,25,16,30,0
2026-03-01,8,14,44,57,32,69,0
2026-03-01,8,15,45,48,28,65,1
2026-03-01,8,16,46,46,32,60,1
2026-03-01,8,17,35,45,24,56,0
2026-03-01,8,18,49,60,33,76,0
2026-03-01,8,19,46,60,29,77,0
2026-03-01,8,20,33,33,26,40,0
2026-03-01,9,1,51,52,43,60,0
2026-03-01,9,2,90,120,70,140,2
2026-03-01,9,3,86,86,74,98,1
2026-03-01,9,4,75,95,67,103,0
2026-03-01,9,5,79,79,63,95,1
2026-03-01,9,6,78,78,60,96,2
2026-03-01,9,7,83,83,70,96,1
2026-03-01,9,8,55,80,47,88,0
2026-03-01,9,9,78,78,68,88,0
2026-03-01,9,10,70,86,55,101,0
2026-03-01,9,11,53,53,42,64,0
2026-03-01,9,12,47,47,41,53,1
2026-03-01,9,13,62,75,49,88,2
2026-03-01,9,14,60,65,50,75,0
2026-03-01,9,15,64,84,48,100,0
2026-03-01,9,16,84,97,67,114,1
2026-03-01,9,17,46,57,26,77,1
2026-03-01,9,18,59,59,46,72,1
2026-03-01,9,19,59,59,54,64,1
2026-03-01,9,20,52,76,37,91,1
2026-03-01,10,1,57,80,46,91,0
2026-03-01,10,2,76,76,61,91,1
2026-03-01,10,3,65,65,60,70,0
2026-03-01,10,4,87,108,68,127,2
2026-03-01,10,5,65,65,60,70,0
2026-03-01,10,6,91,98,79,110,0
2026-03-01,10,7,86,86,76,96,1
2026-03-01,10,8,74,83,69,88,0
2026-03-01,10,9,87,130,76,141,2
2026-03-01,10,10,85,89,76,98,1
2026-03-01,10,11,85,85,65,105,2
2026-03-01,10,12,55,78,46,87,0
2026-03-01,10,13,79,87,61,105,1
2026-03-01,10,14,102,146,82,166,1
2026-03-01,10,15,44,44,37,51,0
2026-03-01,10,16,61,64,55,70,0
2026-03-01,10,17,67,78,55,90,0
2026-03-01,10,18,88,88,79,97,1
2026-03-01,10,19,63,63,54,72,0
2026-03-01,10,20,61,61,42,80,1
2026-03-01,11,1,59,59,49,69,0
2026-03-01,11,2,53,56,39,70,0
2026-03-01,11,3,52,52,33,71,1
2026-03-01,11,4,64,72,46,90,1
2026-03-01,11,5,46,46,32,60,0
2026-03-01,11,6,47,47,42,52,0
2026-03-01,11,7,70,88,56,102,0
2026-03-01,11,8,58,62,43,77,0
2026-03-01,11,9,48,54,37,65,0
2026-03-01,11,10,44,45,36,53,0
2026-03-01,11,11,69,69,56,82,0
2026-03-01,11,12,48,48,36,60,0
2026-03-01,11,13,46,46,40,52,1
2026-03-01,11,14,67,67,51,83,1
2026-03-01,11,15,66,66,52,80,1
2026-03-01,11,16,56,56,51,61,1
2026-03-01,11,17,41,50,30,61,0
2026-03-01,11,18,39,39,34,44,0
2026-03-01,11,19,43,51,35,59,1
2026-03-01,11,20,52,52,38,66,1
2026-03-01,12,1,58,85,43,100,1
2026-03-01,12,2,65,65,51,79,1
2026-03-01,12,3,39,41,34,46,0
2026-03-01,12,4,55,81,50,86,0
2026-03-01,12,5,32,46,26,52,1
2026-03-01,12,6,64,64,59,69,0
2026-03-01,12,7,62,82,42,102,1
2026-03-01,12,8,57,57,38,76,1
2026-03-01,12,9,71,102,59,114,1
2026-03-01,12,10,60,60,47,73,0
2026-03-01,12,11,63,71,47,87,0
2026-03-01,12,12,63,85,48,100,1
2026-03-01,12,13,39,45,33,51,0
2026-03-01,12,14,60,61,44,77,0
2026-03-01,12,15,59,72,44,87,0
2026-03-01,12,16,59,80,54,85,1
2026-03-01,12,17,47,60,34,73,0
2026-03-01,12,18,55,68,41,82,1
2026-03-01,12,19,50,74,37,87,1
2026-03-01,12,20,51,56,45,62,1
2026-03-01,13,1,70,92,63,99,0
2026-03-01,13,2,94,94,75,113,1
2026-03-01,13,3,98,141,83,156,1
2026-03-01,13,4,67,69,57,79,1
2026-03-01,13,5,51,63,41,73,1
2026-03-01,13,6,71,71,56,86,0
2026-03-01,13,7,64,78,55,87,1
2026-03-01,13,8,75,75,56,94,1
2026-03-01,13,9,70,70,62,78,0
2026-03-01,13,10,61,61,54,68,0
2026-03-01,13,11,105,123,98,130,1
2026-03-01,13,12,76,78,60,94,0
2026-03-01,13,13,76,76,56,96,0
2026-03-01,13,14,86,128,77,137,1
2026-03-01,13,15,75,100,58,117,2
2026-03-01,13,16,62,82,51,93,1
2026-03-01,13,17,69,94,57,106,1
2026-03-01,13,18,74,80,56,98,0
2026-03-01,13,19,71,75,58,88,1
2026-03-01,13,20,70,102,52,120,2
2026-03-01,14,1,56,80,41,95,0
2026-03-01,14,2,55,58,42,71,0
2026-03-01,14,3,52,52,39,65,0
2026-03-01,14,4,65,65,49,81,0
2026-03-01,14,5,63,72,50,85,0
2026-03-01,14,6,59,80,45,94,0
2026-03-01,14,7,61,86,41,106,1
2026-03-01,14,8,53,65,42,76,1
2026-03-01,14,9,67,88,47,108,1
2026-03-01,14,10,52,73,46,79,2
2026-03-01,14,11,49,49,40,58,0
2026-03-01,14,12,61,69,41,89,1
2026-03-01,14,13,53,59,38,74,0
2026-03-01,14,14,60,67,55,72,1
2026-03-01,14,15,48,48,39,57,1
2026-03-01,14,16,59,59,49,69,0
2026-03-01,14,17,51,69,43,77,0
2026-03-01,14,18,62,62,46,78,0
2026-03-01,14,19,50,50,40,60,1
2026-03-01,14,20,50,53,36,67,0
2026-03-01,15,1,54,55,41,68,1
2026-03-01,15,2,57,61,51,67,1
2026-03-01,15,3,38,48,29,57,0
2026-03-01,15,4,64,76,47,93,0
2026-03-01,15,5,38,38,24,52,0
2026-03-01,15,6,39,47,34,52,0
2026-03-01,15,7,42,43,35,50,0
2026-03-01,15,8,55,81,40,96,0
2026-03-01,15,9,42,56,28,70,0
2026-03-01,15,10,64,87,47,104,0
2026-03-01,15,11,46,51,41,56,0
2026-03-01,15,12,61,80,48,93,1
2026-03-01,15,13,56,56,42,70,1
2026-03-01,15,14,55,55,38,72,0
2026-03-01,15,15,56,74,48,82,0
2026-03-01,15,16,56,82,41,97,0
2026-03-01,15,17,53,53,35,71,0
2026-03-01,15,18,53,60,38,75,1
2026-03-01,15,19,35,50,22,63,0
2026-03-01,15,20,38,56,30,64,0
2026-03-01,16,1,46,55,34,67,1
2026-03-01,16,2,64,82,48,98,2
2026-03-01,16,3,52,52,47,57,0
2026-03-01,16,4,64,64,47,81,1
2026-03-01,16,5,57,83,41,99,0
2026-03-01,16,6,39,41,28,52,0
2026-03-01,16,7,68,68,48,88,1
2026-03-01,16,8,40,53,31,62,0
2026-03-01,16,9,43,51,37,57,0
2026-03-01,16,10,57,71,47,81,1
2026-03-01,16,11,57,66,47,76,1
2026-03-01,16,12,57,66,49,74,0
2026-03-01,16,13,48,49,38,59,1
2026-03-01,16,14,52,77,32,97,0
2026-03-01,16,15,50,68,41,77,0
2026-03-01,16,16,54,54,39,69,0
2026-03-01,16,17,66,66,56,76,0
2026-03-01,16,18,60,72,49,83,0
2026-03-01,16,19,34,34,27,41,0
2026-03-01,16,20,73,104,62,115,2
2026-03-01,17,1,40,40,31,49,0
2026-03-01,17,2,40,50,34,56,1
